video_id,title,channel,channel_id,institution,institution_type,official_status,credibility_note,published_at,duration_sec,view_count,like_count,comment_count,description,url,form,content_type,is_investment_related,is_risk_safety_related,matched_investment_keywords,matched_risk_keywords,subscribers,published_date,year,days_since,vpd,engagement_rate,views_per_sub
1Tg3OOmrpAs,"좋은 리포트를 고르고, 핵심을 보는 방법은?",금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-11-30T07:00:01Z,126,111,3,0,"좋은 리포트를 고르고, 핵심을 보는 방법은?
　
▶ 웹북 상세내용 바로보기 : https://www.kcie.or.kr
　
# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured

#리포트활용법 #애널리스트보고서 #좋은리포트기준 #네이버금융 #shorts",https://www.youtube.com/watch?v=1Tg3OOmrpAs,쇼츠추정(61-180s),shorts_estimated,1,0,투자,,43800,2022-11-30,2022,1318.0,0.1,2.703,0.0025
QpWXxbgCfY0,"(온라인 특강. 4부) 중국 투자, 뭘 조심?",금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-11-28T08:15:09Z,2002,290,16,0,"‘중국투자 뭘 조심?’(부제: 중국투자 전망)에서는 내년도 중국 증시 전망과 더불어 성장주와 내수 소비주가 다시 부상할 가능성이 있는지, 또한 우리나라 투자자가 중국 주식이나 펀드 등에 투자 할 때 유의해야 할 사항은 무엇인지 고찰해 봅니다.
　
# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured
　
#중국증시전망 #차이나런 #2023년중국성장주 #중국내수소비주 #동수서산 #중국투자 #해외투자",https://www.youtube.com/watch?v=QpWXxbgCfY0,롱폼,longform,1,1,"주식, 투자, 펀드",유의,43800,2022-11-28,2022,1319.9,0.2,5.517,0.0066
gA62yWMmp8w,"(온라인 특강. 3부) 한중간, 무역적자는 계속?",금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-11-28T07:45:07Z,1462,470,11,0,"‘한중간, 무역 적자는 계속?’에서는 우리의 대외무역 둔화 요인 중에서 대중 무역적자가 중요한 비중을 차지하는데, 대중 무역적자는 향후에도 지속될 것인지 그리고 유기적인 한중 경제 협력을 위해 앞으로 양측이 어떤 입장을 취해야 할지에 대하여 살펴봅니다.
　
# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured
　
#중국고정자산투자 #중국제조업 #한중경제협력 #대중무역 #중국통화정책",https://www.youtube.com/watch?v=gA62yWMmp8w,롱폼,longform,1,0,투자,,43800,2022-11-28,2022,1319.9,0.4,2.34,0.0107
i9Hz9GPPrGI,(온라인 특강. 2부) 중국도 부동산이 발목 잡을까?,금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-11-28T07:30:11Z,852,220,10,0,"‘중국도 부동산이 발목 잡을까?’에서는 한중 양국 모두 부동산 문제로 향후 경제 성장에 발목을 잡을 가능성이 있는데, 중국 가계 자산의 60%를 차지하는 부동산 시장의 현황과 앞으로의 리스크적인 측면에 대하여 고찰해 봅니다.
　
# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured
　
#중국경제성장률 #중국부동산 #23년중국경제전망",https://www.youtube.com/watch?v=i9Hz9GPPrGI,롱폼,longform,1,0,투자,,43800,2022-11-28,2022,1319.9,0.2,4.545,0.005
-a7aOVsKXEY,"(온라인 특강. 1부) 시진핑 주석 3연임, 중국 경제 어디로?",금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-11-28T07:00:10Z,1250,249,12,0,"‘시진핑 주석 3연임, 중국 경제 어디로?’ 에서는 지난 10월 제 20차 중국 공산당 당 대회에서 시진핑 주석의 3연임이 확정된 이후, 중국 당국이 향후 추구할 경제 정책 방향과 경제에 있어서 공동부유 정책에 대하여 살펴봅니다.
　
# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured
　
#시진핑주석3연임 #중국식현대화 #공동부유 #중국빈부격차",https://www.youtube.com/watch?v=-a7aOVsKXEY,롱폼,longform,1,0,투자,,43800,2022-11-28,2022,1320.0,0.2,4.819,0.0057
NHMAKDg0FRY,[전주시 찾아가는 금융학교] 알아두면 도움되는 금융회사,금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-11-28T02:23:40Z,835,52,0,0,"▶ 금융이란?
▶ 금융투자란?
▶ 다양한 금융회사

# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured",https://www.youtube.com/watch?v=NHMAKDg0FRY,롱폼,longform,1,0,"투자, 금융투자",,43800,2022-11-28,2022,1320.2,0.0,0.0,0.0012
S5SNMaJPHek,"이종우 애널리스트의 ""금융위기는 올 것인가""",금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-11-25T07:15:02Z,1498,815,12,1,"경제 위기 가능성 관련하여 주의 깊게 살펴봐야 하는 ""물가""와 ""환율""에 대해 알아보고 한국은 어느 정도의 위기 상황인지를 함께 판단해 봅니다.
　
# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured
　
#금융위기 #이종우센터장 #외환위기 #전국투자자교육협의회 #투교협",https://www.youtube.com/watch?v=S5SNMaJPHek,롱폼,longform,1,1,투자,주의,43800,2022-11-25,2022,1323.0,0.6,1.595,0.0186
-yWS_JeI5JU,"이종우 애널리스트의 ""Why 위기인가?""",금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-11-25T07:00:00Z,1080,394,10,1,"요즘은 ""경제 위기""와 같이 ""위기""라는 말을 많이 합니다. 도대체 위기라는 말이 왜 많이 나오는지 살펴보고 위기 상황에서 나의 자산을 어떻게 관리해야 하는지 그 올바른 방법에 대해 알아보도록 합니다.
　
# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured
　
#금리인상부채위기경제위기 #현명한자산관리 #자산관리방법 #전국투자자교육협의회 #투교협",https://www.youtube.com/watch?v=-yWS_JeI5JU,롱폼,longform,1,0,"투자, 자산관리",,43800,2022-11-25,2022,1323.0,0.3,2.792,0.009
CJSV9l0-_Tk,"배당주 투자 체크리스트, 월배당 ETF 투자방법",금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-11-24T07:00:04Z,1955,7433,27,0,"코카콜라, 프록터 & 갬블, 엑슨모빌 등  100년 이상 배당을 하고 있는 13개의 미국 기업을 소개합니다. 여기서 질문! 배당금이 크다고 좋은 기업일까요? 배당 성향, 배당 수익률 등 배당주 투자 시 필수 체크리스트에 대해 알아봅니다.
신한자산운용 현업 전문가를 만나 한국 최초 월 배당 ETF인 SOL S&P 500 ETF에 대해서도 알아봅니다.
　
# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured
　
#배당주투자 #월배당ETF #S&P500ETF #전국투자자교육협의회 #투교협",https://www.youtube.com/watch?v=CJSV9l0-_Tk,롱폼,longform,1,0,"투자, ETF, 배당",,43800,2022-11-24,2022,1324.0,5.6,0.363,0.1697
sAHvFpPAZrY,"증권사 리포트 무료로 보고, 투자 활용 꿀팁",금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-11-23T07:00:27Z,60,835,8,0,"[리포트 200% 활용] 증권사 리포트 무료로 보고, 투자 활용 꿀팁
　
▶ 웹북 상세내용 바로보기 : https://www.kcie.or.kr
　
# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured

#리포트활용법 #애널리스트보고서 #한경컨센서스 #네이버금융 #증권사리포트 #shorts",https://www.youtube.com/watch?v=sAHvFpPAZrY,쇼츠(60s이하),shorts,1,0,"투자, 증권",,43800,2022-11-23,2022,1325.0,0.6,0.958,0.0191
B5Xkhy3KdAc,물적분할이 주가에 미치는 영향은?,금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-11-22T07:00:06Z,234,1600,14,0,"기업분할 전문가를 방문하여 투자자들이 기업분할에 부정적인 이유를 알아보고 시장별 주가에 미치는 영향,  투자자들의 권리를 보호할 수 있는 방안 등에 대하여 알아봅니다.
　
# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured

#기업분할 #물적분할 #인적분할 #전국투자자교육협의회 #투교협",https://www.youtube.com/watch?v=B5Xkhy3KdAc,롱폼,longform,1,1,투자,보호,43800,2022-11-22,2022,1326.0,1.2,0.875,0.0365
J9Ryx-2zJ-w,[전주시 찾아가는 금융학교] 후회 없이 선택하려면,금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-11-21T05:02:08Z,677,99,2,0,"▶ 경제활동이란?
▶ 희소성과 가치
▶ 합리적인 의사 결정 방법

# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured",https://www.youtube.com/watch?v=J9Ryx-2zJ-w,롱폼,longform,1,0,투자,,43800,2022-11-21,2022,1327.0,0.1,2.02,0.0023
KnpiRjJoATw,"부정적인 물적분할 이슈, 주가에 미치는 영향은?",금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-11-17T07:00:05Z,1563,11143,84,2,"기존 회사 사업부에 자본금과 부채를 나눠준 후 새로운 기업을 만드는 기업분할. 
기업이 기업분할을 하는 이유와 방식 및 기업분할 시 기존 주주의 입장에 대해서 알아봅니다. 기업들이 물적분할을 선호하는 이유를 알아보고 SKT의 인적분할 사례와 LG에너지솔루션의 물적분할 사례를 통해 인적분할과 물적분할이 어떤 장단점이 있는지 알아봅니다. 그리고 전문가 인터뷰를 통해 투자자들이 기업분할에 부정적인 이유를 알아보고 투자자들의 권리를 보호할 수 있는 방안은 무엇이 있는지도 함께 알아봅니다.
　
# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured

#기업분할 #물적분할 #인적분할 #투자자권리보호 #전국투자자교육협의회 #투교협",https://www.youtube.com/watch?v=KnpiRjJoATw,롱폼,longform,1,1,투자,"주의, 보호",43800,2022-11-17,2022,1331.0,8.4,0.772,0.2544
4Jn5lT0ehD8,반도체 산업의 중요 이슈는? 국가운명이 OOO에 달려있다.,금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-11-16T07:00:02Z,60,178,6,0,"[리포트 200% 활용] 반도체 산업의 중요 이슈는? 국가운명이 OOO에 달려있다.
　
▶ 웹북 상세내용 바로보기 : https://www.kcie.or.kr
　
# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured

#리포트제대로보기 #반도체산업 #리포트활용법 #shorts",https://www.youtube.com/watch?v=4Jn5lT0ehD8,쇼츠(60s이하),shorts,1,0,투자,,43800,2022-11-16,2022,1332.0,0.1,3.371,0.0041
dIEp9EotpXI,금융지주회사에 투자하는 방법은?,금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-11-15T07:00:09Z,459,282,3,0,"금융지주회사와 일반 지주회사의 차이점은 무엇인지, 그리고 삼성 등 일부 그룹 계열 금융회사의 경우 금융지주회사로 전환하지 않는 이유에 대해서도 알아봅니다. 우리나라 금융지주회사들은 은행의 비중이 압도적으로 높은데 이에 따른 장단점은 무엇이 있는지 알아보고 이러한 상황에서 금융지주회사에 투자하고자 하는 투자자들이 주의해야 할 점 등에 대해 알아봅니다.
　
# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured
　
#금융지주회사 #지주회사 #지주회사투자방법 #전국투자자교육협의회 #투교협",https://www.youtube.com/watch?v=dIEp9EotpXI,롱폼,longform,1,1,투자,주의,43800,2022-11-15,2022,1333.0,0.2,1.064,0.0064
fELwMKIhG_g,지주회사의 변신은 무죄! 금융지주회사 투자방법,금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-11-10T07:00:23Z,1768,2429,97,2,"지주회사가 무엇인지, 지주회사의 지배구조가 어떻게 구성되어있는지, 지주회사의 종류는 어떤 게 있는지, 지주회사로 전환 시 장단점은 무엇인지, 지주회사는 본연의 가치에 비해 왜 저평가 받고 있는지, 지주회사에 투자 시 주의할 점은 무엇인지 또한 어떠한 기준으로 투자 대상 지주회사를 선택할 지에 대해 알아봅니다.
　
▶ 여이주 실전 Insight 오픈기념 이벤트 : https://naver.me/ID1Sbg68
　
# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured
　
#금융지주회사 #지주회사 #지주회사투자방법 #지주회사투자검토사항 #전국투자자교육협의회 #투교협",https://www.youtube.com/watch?v=fELwMKIhG_g,롱폼,longform,1,1,투자,주의,43800,2022-11-10,2022,1338.0,1.8,4.076,0.0555
Vy-4WALjDFw,"금융 AI, 오해와 진실",금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-11-08T07:00:15Z,489,185,4,0,"[송아마의 만나달라!] 금융 AI와 인간과의 투자 게임은 누가 승자인지, 로보어드바이저와 AI의 관계, 좋은 로보어드바이저 업체를 선정하는 기준과 확인 방법 그리고 이러한 로보어드바이저 서비스를 이용하는데 효과적인 투자자는 누구인지 등에 대해 관련 업체를 방문해 인터뷰를 해보겠습니다. 
　
# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured
　
#금융AI #로보어드바이저 #주식투자",https://www.youtube.com/watch?v=Vy-4WALjDFw,롱폼,longform,1,0,"주식, 투자",,43800,2022-11-08,2022,1340.0,0.1,2.162,0.0042
n1HWqNmEfzU,[전주시 찾아가는 금융학교] 편리하고 소중한 돈,금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-11-08T00:30:59Z,703,78,0,0,"▶ 돈(화폐)의 역할 (00:10)
▶ 편리하고 소중한 돈, 어떻게 만들까요? (05:17)

# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured",https://www.youtube.com/watch?v=n1HWqNmEfzU,롱폼,longform,1,0,투자,,43800,2022-11-08,2022,1340.2,0.1,0.0,0.0018
OhzYoLJbUY4,반도체 산업 참 쉽게 이해하기,금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-11-02T18:30:32Z,60,316,8,0,"[리포트 200% 활용] 반도체 산업 참 쉽게 이해하기
웹북 상세내용 바로보기 : https://www.kcie.or.kr
　
# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured

#리포트제대로보기 #반도체산업 #주식투자 #리포트활용법  #shorts",https://www.youtube.com/watch?v=OhzYoLJbUY4,쇼츠(60s이하),shorts,1,0,"주식, 투자",,43800,2022-11-02,2022,1345.5,0.2,2.532,0.0072
oyObereXSuI,금융 AI는 고수익인가? 인공지능의 오해와 진실,금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-11-02T16:00:35Z,1615,7575,196,5,"금융 AI를 활용한 투자가 크게 증가하는 상황에서 금융 AI가 투자과정 중 실질적으로 하는 역할이 무엇인지 알아보며 우수한 금융 AI 업체, 믿을만한 금융 AI업체를 선정하는 기준은 무엇인지 알아봅니다. 그리고 금융 AI와 인간과의 투자 게임은 누가 승자일지 알아보며,  AI관련 서비스 및 투자업체를 방문하여 AI관련 궁금한 내용에 대하여 전문가 인터뷰를 해보겠습니다. 

▶ 여이주 실전 Insight 오픈기념 이벤트 : https://naver.me/ID1Sbg68
　
# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured
　
#로보어드바이저 #AI수익률 #AI주식투자 #전국투자자교육협의회 #투교협",https://www.youtube.com/watch?v=oyObereXSuI,롱폼,longform,1,0,"주식, 투자",,43800,2022-11-02,2022,1345.6,5.6,2.653,0.1729
_DJNLFuUctc,(온라인 특강. 3부) 채권투자 실전전략!,금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-10-31T08:15:10Z,2288,347,8,0,"‘채권투자, 실전전략!’에서는 개인이 채권투자를 하려면 어떻게 해야 하는지, 채권을 직접 투자하려면 장내 채권과 장외 채권을 알아야 하는데, 양자의 거래방법에 대하여 알아봅니다. 마지막으로 채권 ETF, 채권형 펀드, 채권선물 거래에 대하여 살펴보며 인플레이션, 금리 측면을 반영한 부동산 시장 전망에 대하여도 알아봅니다.
　
# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured
　
#채권투자 #채권 #채권투자전략 #채권형ETF #채권형펀드",https://www.youtube.com/watch?v=_DJNLFuUctc,롱폼,longform,1,0,"투자, ETF, 펀드, 채권",,43800,2022-10-31,2022,1347.9,0.3,2.305,0.0079
c2eK4aATdso,"(온라인 특강. 2부) 채권투자, 이것만은 알고 하자!",금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-10-31T07:45:08Z,1723,324,11,1,"‘채권투자, 이것만은 알고 하자!’에서는 중앙은행의 통화정책과 채권시장의 역학관계, 채권 발행시장과 유통시장에 대하여 살펴봅니다. 구조화채권, 주식관련사채, 자산유동화증권, 국채선물 등 특별한 채권및 시장에 대해서도 알아봅니다. 그리고 채권투자에 있어서 이자지급 방법 등에 대해서 알아봅니다.
　
# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured

#채권투자 #채권수익률 #채권투자용어",https://www.youtube.com/watch?v=c2eK4aATdso,롱폼,longform,1,0,"주식, 투자, 증권, 채권",,43800,2022-10-31,2022,1347.9,0.2,3.704,0.0074
193Bct6EPO8,(온라인 특강. 1부) 채권투자 기본상식!,금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-10-31T07:00:08Z,2073,474,20,0,"‘채권투자 기본상식’에서는 금년들어 개인 투자자들이 장외 채권시장에서 채권을 순매수한 금액이 작년의 3배가 넘는 14조를 넘었습니다. 채권의 개념, 종류와 분류기준, 채권 투자 시 유의사항을 알아봅니다. 그리고 채권 수익률, 크레딧 스프레드와 듀레이션에 대하여 살펴봅니다.
　
# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured

#채권투자 #듀레이션 #채권투자용어",https://www.youtube.com/watch?v=193Bct6EPO8,롱폼,longform,1,1,"투자, 채권",유의,43800,2022-10-31,2022,1348.0,0.4,4.219,0.0108
ubtDrmX71eE,"[여이주TV]#30, 스마트폰 보안 (온 국민이 불안해 하는 스마트폰 해킹 예방 방법은?)",금융투자아카데미,UCBryaPNZJE5bcaKxJO-PasA,전국투자자교육협의회,투자자 교육,기관 운영 채널,투자자교육협의회 교육 채널,2022-10-27T07:00:17Z,1810,2420,33,1,"우리 생활에 밀접해 있는 스마트폰은 그 만큼 개인정보 노출 위험이 높습니다. 이로 인해 스마트폰을 이용한 다양한 범죄 피해 사례 또한 증가하고 있습니다. 나의 스마트폰을 안전하게 지키기 위한 보안 기능, 해킹 의심 증상 및 보안 앱에 대해 알아보고,  슬기롭고 안전한 디지털 생활 시작해보세요!
　
▶ 스마트폰 보안수칙 10 (01:33)
▶ 스마트폰 암호 설정하기 (11:58)
▶ 백신 앱 설치하기 (21:12)
　
# 나는 제대로 투자하고 있는 걸까?  '알투플러스' 투자검진 받아보기!! https://ktest.kofia.or.kr/
● 투교협 홈페이지 : https://www.kcie.or.kr/
● 투교협 페이스북 : https://www.facebook.com/kcie.edu/ 
● 투교협 포스트 : http://naver.me/xOG0WSVH
● 투교협 유튜브 : https://www.youtube.com/user/kcie01/featured
　
#스마트폰보안 #스마트폰해킹 #스마트폰보안앱 #스마트폰암호설정 #스마트폰보안수칙",https://www.youtube.com/watch?v=ubtDrmX71eE,롱폼,longform,1,1,투자,피해,43800,2022-10-27,2022,1352.0,1.8,1.405,0.0553
